,fix,G,GS,MP,FG,FGA,FG.,eFG.,FT,FTA,FT.,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PS.G,TS.,FTr,ORB.,DRB.,TRB.,AST.,STL.,BLK.,TOV.,USG.,OWS,DWS,WS,WS.48,OBPM,DBPM,BPM,VORP,average salary
83,kevindurant,27,27,33.8,8.8,17.3,0.51,0.578,5.4,6.3,0.8540000000000001,0.6,6.0,6.6,4.1,0.9,0.9,2.7,1.5,25.4,0.633,0.366,1.9,18.7,10.4,22.2,1.3,2.2,12.0,29.1,3.8,1.0,4.8,0.252,6.3,-0.2,6.1,1.9,17832627
84,cleanthonyearly,39,7,16.6,1.9,5.5,0.355,0.40700000000000003,0.9,1.2,0.75,0.6,1.9,2.5,0.9,0.6,0.3,1.0,1.5,5.4,0.447,0.22399999999999998,3.8,13.8,8.7,9.1,2.0,1.5,14.5,19.6,-0.8,0.4,-0.4,-0.03,-3.8,-1.3,-5.2,-0.5,676198
85,wayneellington,65,36,25.8,3.9,9.5,0.41200000000000003,0.485,0.8,1.0,0.813,0.5,2.8,3.2,1.6,0.5,0.0,0.8,1.2,10.0,0.504,0.10400000000000001,2.0,12.3,6.9,10.2,1.0,0.1,7.2,18.5,1.1,0.1,1.2,0.034,-0.4,-2.6,-3.0,-0.4,1533750
86,montaellis,80,80,33.7,7.5,16.9,0.445,0.475,2.9,3.8,0.752,0.4,2.0,2.4,4.1,1.9,0.3,2.5,2.5,18.9,0.509,0.22399999999999998,1.4,6.4,3.9,20.5,2.8,0.8,11.7,27.9,1.4,2.2,3.6,0.065,0.7,-0.7,-0.1,1.3,10995250
87,jamesennis,62,3,17.0,1.6,4.0,0.409,0.47200000000000003,1.3,1.5,0.84,0.8,2.0,2.8,0.8,0.4,0.3,0.6,1.4,5.0,0.541,0.381,6.0,14.0,10.1,7.2,1.3,1.4,11.9,14.6,1.2,0.8,1.9,0.08800000000000001,-0.9,-0.6,-1.5,0.1,74564
88,jeremyevans,38,0,7.0,0.8,1.5,0.552,0.569,0.6,0.8,0.828,0.7,1.2,1.9,0.3,0.3,0.3,0.1,0.8,2.4,0.636,0.5,11.3,19.4,15.4,7.9,2.2,3.6,6.6,13.1,0.9,0.4,1.3,0.24100000000000002,1.5,2.0,3.5,0.4,1163944
89,tyrekeevans,79,76,34.1,6.6,14.7,0.447,0.47700000000000004,2.6,3.7,0.6940000000000001,1.0,4.2,5.3,6.6,1.3,0.5,3.1,2.5,16.6,0.508,0.25,3.5,14.1,8.8,32.7,2.0,1.0,16.0,26.1,2.4,2.2,4.6,0.08199999999999999,1.7,0.1,1.9,2.6,11000001
90,danteexum,82,41,22.2,1.8,5.1,0.349,0.44799999999999995,0.2,0.4,0.625,0.3,1.3,1.6,2.4,0.5,0.2,1.4,1.8,4.8,0.457,0.077,1.7,6.6,4.2,16.6,1.2,0.6,21.5,13.8,-1.1,1.0,-0.1,-0.003,-2.6,-1.3,-3.8,-0.8,4081356
91,festusezeli,46,7,11.0,1.7,3.0,0.547,0.547,1.1,1.7,0.628,1.3,2.1,3.4,0.2,0.2,0.9,0.7,1.7,4.4,0.58,0.561,13.3,19.7,16.6,2.5,0.7,6.2,15.6,17.7,0.8,0.9,1.7,0.159,-3.0,1.2,-1.8,0.0,1302377
92,kennethfaried,75,71,27.8,5.0,9.8,0.507,0.507,2.7,3.8,0.691,3.2,5.7,8.9,1.2,0.8,0.8,1.6,2.8,12.6,0.5479999999999999,0.391,12.1,22.9,17.3,7.1,1.5,2.1,12.0,20.3,3.5,2.1,5.6,0.13,-0.2,0.9,0.8,1.4,12500000
93,jordanfarmar,36,0,14.7,1.7,4.4,0.386,0.49700000000000005,0.3,0.3,0.909,0.2,0.9,1.2,1.9,0.6,0.1,0.9,1.4,4.6,0.513,0.07,1.7,7.1,4.5,18.0,1.9,0.8,16.4,16.6,0.2,0.4,0.6,0.053,-0.7,-1.3,-2.0,0.0,119660
94,derrickfavors,74,74,30.8,6.5,12.4,0.525,0.526,3.0,4.5,0.669,2.6,5.6,8.2,1.5,0.8,1.7,1.6,2.8,16.0,0.5579999999999999,0.36200000000000004,10.0,20.7,15.4,9.4,1.4,4.3,10.2,23.8,5.0,3.3,8.3,0.175,0.8,1.7,2.4,2.6,11737500
95,raymondfelton,29,3,9.7,1.5,3.7,0.406,0.45299999999999996,0.4,0.5,0.8,0.1,0.8,0.9,1.4,0.4,0.1,0.6,0.6,3.7,0.48,0.142,0.8,9.4,5.1,21.9,2.0,1.2,13.8,20.7,0.0,0.2,0.2,0.039,-1.8,-1.3,-3.0,-0.1,3715383
96,evanfournier,58,32,28.6,4.4,9.9,0.44,0.514,1.8,2.5,0.728,0.5,2.2,2.6,2.1,0.7,0.0,1.4,2.0,12.0,0.546,0.256,1.9,8.7,5.2,11.5,1.2,0.1,11.4,19.7,1.5,0.6,2.1,0.059000000000000004,0.2,-2.3,-2.1,-0.1,1639061
97,randyfoye,50,21,21.7,3.0,8.0,0.368,0.485,0.9,1.1,0.818,0.2,1.5,1.7,2.4,0.7,0.2,1.2,1.9,8.7,0.51,0.13699999999999998,0.9,7.8,4.2,17.0,1.6,0.8,12.3,19.3,0.6,0.4,1.0,0.045,0.7,-1.8,-1.1,0.2,3045000
98,jimmerfredette,50,0,10.2,1.3,3.3,0.38,0.40700000000000003,0.9,0.9,0.956,0.2,0.6,0.8,1.2,0.3,0.0,0.7,0.9,3.6,0.479,0.271,1.8,7.1,4.5,17.2,1.5,0.3,15.1,19.6,0.0,0.2,0.2,0.021,-2.6,-2.9,-5.5,-0.4,5973
99,channingfrye,75,51,24.9,2.5,6.5,0.392,0.532,0.4,0.5,0.8859999999999999,0.4,3.5,3.9,1.3,0.6,0.5,1.0,2.5,7.3,0.546,0.07200000000000001,1.6,16.4,8.9,7.4,1.3,1.7,13.4,14.1,0.7,1.4,2.1,0.053,-0.9,0.0,-0.9,0.5,8000000
100,danilogallinari,59,27,24.2,3.9,9.6,0.401,0.496,2.9,3.2,0.895,0.5,3.2,3.7,1.4,0.8,0.3,1.0,1.6,12.4,0.563,0.336,2.3,14.7,8.3,9.4,1.6,1.1,8.0,21.5,3.0,1.0,3.9,0.132,2.3,-1.1,1.3,1.2,15050000
101,langstongalloway,45,41,32.4,4.5,11.4,0.39899999999999997,0.46,1.4,1.7,0.8079999999999999,0.8,3.4,4.2,3.3,1.2,0.3,1.4,2.9,11.8,0.489,0.153,2.9,12.5,7.5,17.6,1.9,0.7,10.1,19.2,0.7,0.6,1.3,0.043,0.0,-1.1,-1.1,0.3,540411
102,marcgasol,81,81,33.2,6.5,13.2,0.494,0.496,4.3,5.4,0.795,1.4,6.4,7.8,3.8,0.9,1.6,2.2,2.6,17.4,0.5579999999999999,0.41,4.9,21.8,13.4,19.7,1.4,4.0,12.2,24.6,5.5,4.7,10.2,0.182,1.3,3.5,4.8,4.6,22642350
103,paugasol,78,78,34.4,7.3,14.8,0.494,0.5,3.8,4.7,0.8029999999999999,2.8,9.0,11.8,2.7,0.3,1.9,2.0,1.9,18.5,0.55,0.317,9.2,27.6,18.6,14.4,0.5,4.0,10.7,24.7,6.0,4.4,10.4,0.187,0.7,2.1,2.8,3.2,7448760
104,rudygay,68,67,35.4,7.5,16.4,0.455,0.491,5.0,5.8,0.858,1.4,4.4,5.9,3.7,1.0,0.6,2.7,2.3,21.1,0.556,0.35200000000000004,4.8,13.7,9.4,19.0,1.5,1.3,12.4,27.0,4.8,1.3,6.1,0.122,2.8,-0.7,2.1,2.5,13333333
105,tajgibson,62,17,27.3,4.1,8.2,0.502,0.502,2.1,3.0,0.7170000000000001,2.6,3.8,6.4,1.1,0.6,1.2,1.2,2.6,10.3,0.545,0.364,10.7,14.6,12.7,6.9,1.1,3.2,11.6,17.6,2.7,2.1,4.8,0.13699999999999998,-0.6,1.1,0.6,1.1,8250000
106,manuginobili,70,0,22.7,3.6,8.4,0.426,0.502,2.1,2.9,0.721,0.4,2.6,3.0,4.2,1.0,0.3,2.2,2.0,10.5,0.544,0.34600000000000003,2.0,12.8,7.5,28.6,2.2,0.9,18.5,23.9,1.4,2.3,3.7,0.111,1.4,0.3,1.7,1.5,2877315
107,rudygobert,82,37,26.3,3.1,5.2,0.604,0.604,2.1,3.3,0.623,3.2,6.2,9.5,1.3,0.8,2.3,1.4,2.1,8.4,0.627,0.639,14.3,27.2,20.7,8.2,1.6,7.0,16.9,14.0,5.0,4.3,9.3,0.20600000000000002,0.7,5.1,5.8,4.3,1375842
108,drewgooden,51,7,16.9,2.2,5.4,0.39899999999999997,0.44,0.7,0.9,0.773,1.4,3.0,4.4,1.0,0.4,0.2,0.5,1.8,5.4,0.469,0.159,9.6,19.3,14.5,8.6,1.2,0.8,8.7,17.0,0.5,1.2,1.7,0.094,-1.8,0.2,-1.6,0.1,3423500
109,archiegoodwin,41,2,13.0,1.9,4.9,0.39299999999999996,0.423,1.5,2.0,0.735,0.7,1.1,1.8,1.1,0.4,0.2,1.2,1.3,5.6,0.486,0.413,5.5,9.7,7.6,12.6,1.7,1.3,16.8,23.4,-0.2,0.4,0.2,0.013999999999999999,-3.3,-1.2,-4.5,-0.3,1357732
110,aarongordon,47,8,17.0,2.0,4.4,0.447,0.478,0.9,1.3,0.721,1.0,2.6,3.6,0.7,0.4,0.5,0.8,1.8,5.2,0.517,0.293,6.4,17.8,12.0,6.3,1.3,2.2,13.9,15.5,0.3,0.7,1.0,0.06,-2.8,0.0,-2.8,-0.2,4504865
111,ericgordon,61,60,33.1,4.7,11.4,0.41100000000000003,0.512,1.8,2.2,0.805,0.5,2.1,2.6,3.8,0.8,0.2,2.0,2.4,13.4,0.544,0.192,1.6,7.4,4.5,17.6,1.3,0.5,14.0,19.8,2.2,0.7,2.9,0.069,1.4,-2.0,-0.6,0.7,14591391
112,marcingortat,82,82,29.9,5.4,9.5,0.5660000000000001,0.5660000000000001,1.5,2.1,0.703,2.2,6.5,8.7,1.2,0.6,1.3,1.2,2.3,12.2,0.5870000000000001,0.226,8.5,24.1,16.5,6.5,1.0,3.6,10.5,17.6,4.4,4.2,8.6,0.168,-0.4,2.3,1.8,2.4,12000000
113,jeramigrant,65,11,21.2,1.9,5.4,0.35200000000000004,0.42200000000000004,1.8,3.0,0.591,0.8,2.3,3.0,1.2,0.6,1.0,1.3,2.2,6.3,0.47,0.5479999999999999,3.7,12.3,7.8,9.4,1.5,4.0,16.3,16.5,-0.9,1.4,0.5,0.019,-4.3,1.0,-3.3,-0.5,903456
114,dannygreen,81,80,28.5,4.0,9.1,0.436,0.5660000000000001,1.4,1.6,0.8740000000000001,0.7,3.6,4.2,2.0,1.2,1.1,1.1,2.0,11.7,0.596,0.172,2.7,13.9,8.4,10.3,2.2,2.8,10.5,17.5,4.0,3.9,7.8,0.163,2.8,2.2,5.0,4.1,10000000
115,draymondgreen,79,79,31.5,4.3,9.7,0.44299999999999995,0.516,1.7,2.5,0.66,1.4,6.7,8.2,3.7,1.6,1.3,1.7,3.2,11.7,0.54,0.261,5.1,22.4,14.0,16.1,2.4,2.9,13.5,17.2,3.3,5.2,8.5,0.163,1.0,4.0,5.0,4.4,16400000
116,erickgreen,43,1,9.5,1.4,3.8,0.377,0.42,0.2,0.3,0.833,0.2,0.6,0.7,0.9,0.3,0.0,0.3,0.6,3.4,0.436,0.07400000000000001,1.8,6.6,4.1,15.1,1.5,0.0,7.7,19.1,-0.1,0.1,0.0,0.0,-2.7,-2.7,-5.4,-0.3,4971
117,geraldgreen,74,4,19.5,4.4,10.5,0.41600000000000004,0.504,1.3,1.6,0.825,0.4,2.1,2.5,1.2,0.6,0.2,1.4,2.0,11.9,0.532,0.154,2.5,11.7,7.0,10.9,1.4,0.6,11.1,28.4,1.0,1.0,1.9,0.065,0.8,-3.3,-2.4,-0.2,1356146
118,blakegriffin,67,67,35.2,8.6,17.1,0.502,0.506,4.6,6.4,0.728,1.9,5.7,7.6,5.3,0.9,0.5,2.3,2.9,21.9,0.551,0.373,6.1,17.9,12.1,26.2,1.4,1.2,10.2,28.4,6.6,2.4,9.0,0.183,3.1,1.0,4.1,3.6,18907725
119,pjhairston,45,2,15.3,1.9,6.0,0.32299999999999995,0.414,0.7,0.8,0.861,0.5,1.6,2.0,0.5,0.5,0.3,0.5,1.4,5.6,0.446,0.134,3.4,11.5,7.4,5.1,1.6,1.5,7.2,20.4,-0.5,0.8,0.3,0.022000000000000002,-2.2,-1.3,-3.5,-0.3,1175580
120,tylerhansbrough,74,8,14.3,1.2,2.2,0.521,0.524,1.3,1.9,0.698,1.4,2.1,3.6,0.3,0.4,0.2,0.3,1.9,3.6,0.597,0.8420000000000001,11.6,17.3,14.4,2.8,1.5,1.1,8.1,10.5,2.6,0.9,3.4,0.156,0.1,-0.5,-0.5,0.4,1185784
121,timhardaway,70,30,24.0,4.0,10.2,0.389,0.474,1.8,2.2,0.8009999999999999,0.2,2.1,2.2,1.8,0.3,0.2,1.2,1.7,11.5,0.512,0.218,0.8,10.2,5.4,13.5,0.6,0.7,9.5,23.8,0.8,0.0,0.8,0.023,0.1,-4.2,-4.1,-0.9,1508381
122,jamesharden,81,81,36.8,8.0,18.1,0.44,0.511,8.8,10.2,0.868,0.9,4.7,5.7,7.0,1.9,0.7,4.0,2.6,27.4,0.605,0.561,2.8,14.2,8.5,34.6,2.6,1.6,14.9,31.3,12.2,4.2,16.4,0.265,7.4,1.0,8.4,7.8,15756438
123,mauriceharkless,45,4,15.0,1.4,3.5,0.39899999999999997,0.43,0.5,0.9,0.537,0.8,1.5,2.4,0.6,0.7,0.2,0.6,1.5,3.5,0.449,0.259,6.3,11.6,8.9,5.4,2.4,1.1,13.3,13.7,-0.3,0.6,0.3,0.021,-3.1,0.2,-2.9,-0.1,2080925
124,devinharris,76,3,22.2,2.9,6.9,0.418,0.509,1.7,2.1,0.815,0.2,1.6,1.8,3.1,1.0,0.2,1.1,1.9,8.8,0.5589999999999999,0.309,0.8,8.0,4.4,20.4,2.3,0.7,12.5,18.0,2.9,1.3,4.2,0.12,1.9,-0.8,1.2,1.3,4140721
125,garyharris,55,6,13.1,1.2,3.9,0.304,0.353,0.6,0.9,0.745,0.4,0.8,1.2,0.5,0.7,0.1,0.7,1.3,3.4,0.395,0.217,3.0,6.7,4.8,5.9,2.7,0.8,13.8,16.6,-1.2,0.5,-0.7,-0.046,-4.2,-0.1,-4.3,-0.4,1828154
126,tobiasharris,68,63,34.8,6.5,14.0,0.466,0.512,2.8,3.6,0.7879999999999999,1.1,5.3,6.3,1.8,1.0,0.5,1.7,2.0,17.1,0.551,0.258,3.4,17.3,10.3,8.8,1.5,1.2,9.8,22.5,3.0,1.8,4.8,0.098,0.4,-0.7,-0.3,1.0,16000000
127,udonishaslem,62,25,16.0,1.7,3.9,0.44799999999999995,0.452,0.7,1.0,0.703,1.1,3.0,4.2,0.7,0.3,0.2,0.7,1.8,4.2,0.488,0.268,8.8,22.1,15.6,7.4,1.1,1.1,13.3,14.6,0.4,1.0,1.4,0.066,-3.3,-0.1,-3.4,-0.4,2793470
128,spencerhawes,73,15,17.5,2.2,5.7,0.39299999999999996,0.45899999999999996,0.6,0.9,0.647,0.4,3.1,3.5,1.2,0.3,0.7,0.8,2.4,5.8,0.478,0.16399999999999998,2.7,19.7,11.4,10.0,1.0,3.4,12.1,17.9,-0.3,1.5,1.2,0.044000000000000004,-2.9,1.0,-1.9,0.0,5663088
129,gordonhayward,76,76,34.4,6.4,14.3,0.445,0.5,4.9,6.1,0.812,0.7,4.2,4.9,4.1,1.4,0.4,2.7,1.7,19.3,0.5670000000000001,0.425,2.4,14.0,8.2,21.7,2.2,0.9,13.8,26.2,5.8,2.9,8.7,0.159,3.3,0.1,3.4,3.6,15741355
130,geraldhenderson,80,72,28.9,4.6,10.6,0.43700000000000006,0.46299999999999997,2.3,2.7,0.848,0.5,3.0,3.4,2.6,0.6,0.3,1.4,1.7,12.1,0.514,0.256,1.7,11.6,6.5,15.6,1.1,0.7,10.5,20.7,1.3,2.3,3.6,0.07400000000000001,-1.2,-0.4,-1.5,0.3,6000000
131,johnhenson,67,11,18.3,2.9,5.2,0.5660000000000001,0.5660000000000001,1.2,2.0,0.569,1.9,2.8,4.7,0.9,0.4,2.0,1.3,2.3,7.0,0.578,0.396,11.7,17.4,14.5,7.8,1.2,9.3,17.6,18.1,1.3,2.4,3.6,0.142,-1.9,4.6,2.7,1.5,3183295
132,royhibbert,76,76,25.3,4.2,9.3,0.446,0.446,2.2,2.7,0.8240000000000001,2.1,5.1,7.1,1.1,0.2,1.6,1.4,2.8,10.6,0.501,0.287,9.0,21.9,15.5,7.4,0.5,5.1,11.8,21.3,1.0,3.2,4.2,0.105,-3.1,2.1,-1.0,0.5,14610937
133,jjhickson,73,8,19.3,3.0,6.3,0.475,0.475,1.6,2.8,0.5770000000000001,2.1,4.1,6.2,0.8,0.5,0.5,1.3,1.9,7.6,0.504,0.43799999999999994,11.1,24.0,17.3,6.5,1.3,1.9,14.9,19.7,0.5,1.4,1.8,0.062,-3.1,0.4,-2.7,-0.3,366337
134,nenehilario,67,58,25.3,4.6,9.0,0.511,0.512,1.8,3.0,0.604,1.3,3.9,5.1,1.8,1.0,0.3,1.9,2.7,11.0,0.534,0.336,5.7,17.0,11.5,12.0,2.0,1.0,15.2,21.8,0.5,2.5,3.0,0.086,-1.9,1.3,-0.6,0.6,13000000
135,georgehill,43,36,29.5,5.9,12.4,0.47700000000000004,0.541,2.6,3.3,0.79,0.6,3.6,4.2,5.1,1.0,0.3,1.6,2.6,16.1,0.579,0.267,2.2,13.3,7.8,31.4,1.8,0.9,10.3,23.8,3.7,1.6,5.4,0.203,5.4,0.2,5.6,2.4,8000000
136,jordanhill,70,57,26.8,5.1,11.1,0.45899999999999996,0.461,1.8,2.4,0.738,2.5,5.5,7.9,1.5,0.5,0.7,1.5,2.3,12.0,0.494,0.21600000000000003,9.9,23.4,16.4,9.5,0.9,2.3,11.1,22.7,1.1,1.1,2.2,0.055,-2.0,-0.6,-2.6,-0.3,4000000
137,solomonhill,82,78,29.0,3.1,7.7,0.396,0.45,1.9,2.4,0.8240000000000001,0.9,3.0,3.8,2.2,0.8,0.2,1.4,2.2,8.9,0.507,0.304,3.3,11.2,7.3,11.9,1.4,0.6,13.8,15.9,0.9,2.6,3.5,0.07200000000000001,-1.1,0.8,-0.3,1.0,1302800
138,kirkhinrich,66,22,24.4,2.2,5.8,0.373,0.449,0.5,0.8,0.7,0.3,1.5,1.8,2.2,0.7,0.2,1.1,2.2,5.7,0.46799999999999997,0.131,1.4,6.6,4.1,13.8,1.5,0.6,15.3,13.3,-0.3,1.3,1.0,0.03,-2.3,-0.6,-2.8,-0.3,2793470
139,jrueholiday,40,37,32.6,6.0,13.4,0.446,0.493,1.6,1.9,0.855,0.8,2.6,3.4,6.9,1.6,0.6,2.3,2.8,14.8,0.522,0.142,2.8,9.0,5.9,34.9,2.5,1.3,13.8,23.1,2.3,1.1,3.4,0.124,3.0,-0.7,2.3,1.4,10250001
140,justinholiday,59,4,11.1,1.5,4.0,0.387,0.462,0.6,0.8,0.8220000000000001,0.2,1.0,1.2,0.8,0.7,0.2,0.5,0.9,4.3,0.498,0.191,2.0,9.7,6.0,10.1,3.0,1.4,10.2,18.8,0.2,1.0,1.3,0.092,-1.4,0.5,-1.0,0.2,306472
141,ryanhollins,46,9,9.6,1.2,1.8,0.6459999999999999,0.6459999999999999,0.7,1.2,0.574,0.8,1.5,2.2,0.3,0.1,0.4,0.5,1.4,3.0,0.648,0.659,9.6,16.6,13.2,5.0,0.7,3.4,19.1,13.1,0.7,0.3,1.0,0.10400000000000001,-1.4,0.0,-1.4,0.1,8017
142,rodneyhood,50,21,21.3,3.1,7.5,0.414,0.49700000000000005,1.2,1.6,0.763,0.2,2.2,2.3,1.7,0.6,0.2,0.9,2.4,8.7,0.529,0.214,1.0,11.7,6.4,13.2,1.5,0.9,9.9,19.6,1.3,0.9,2.2,0.098,0.2,-1.3,-1.1,0.2,1608046
143,alhorford,76,76,30.5,6.8,12.7,0.5379999999999999,0.544,1.4,1.9,0.759,1.7,5.4,7.2,3.2,0.9,1.3,1.3,1.6,15.2,0.563,0.146,6.7,19.8,13.4,18.6,1.5,3.5,8.9,22.2,5.1,3.6,8.7,0.179,1.3,2.5,3.8,3.4,12000000
144,dwighthoward,41,41,29.8,6.1,10.3,0.593,0.595,3.5,6.6,0.528,2.7,7.8,10.5,1.2,0.7,1.3,2.8,3.3,15.8,0.596,0.6409999999999999,10.0,28.9,19.5,7.3,1.1,3.4,17.5,23.3,1.4,2.2,3.6,0.14,-2.4,1.2,-1.2,0.3,21897818
145,krishumphries,64,17,21.0,3.3,7.0,0.473,0.473,1.4,1.8,0.7440000000000001,1.8,4.7,6.5,0.9,0.5,0.4,0.7,2.0,8.0,0.512,0.262,10.1,24.4,17.4,6.7,1.3,1.5,8.5,18.3,1.6,2.1,3.8,0.134,-2.0,0.7,-1.3,0.2,388025
146,sergeibaka,64,64,33.1,5.8,12.3,0.47600000000000003,0.525,1.4,1.7,0.836,2.1,5.7,7.8,0.9,0.5,2.4,1.5,3.0,14.3,0.5489999999999999,0.14,7.0,18.1,12.6,4.2,0.7,5.8,10.4,18.9,2.9,2.7,5.6,0.127,-0.5,1.3,0.8,1.5,12350000
147,andreiguodala,77,0,26.9,3.0,6.4,0.466,0.54,0.9,1.5,0.596,0.6,2.8,3.3,3.0,1.2,0.3,1.1,1.3,7.8,0.5529999999999999,0.23,2.4,10.8,6.7,14.6,2.1,0.9,13.9,13.3,2.3,2.8,5.1,0.11699999999999999,0.1,1.5,1.6,1.9,12000000
148,ersanilyasova,58,36,22.7,4.5,9.6,0.47200000000000003,0.539,1.2,1.8,0.645,1.4,3.4,4.8,1.0,0.6,0.3,0.8,2.6,11.5,0.5539999999999999,0.192,7.0,17.0,12.0,7.4,1.4,1.2,6.9,22.1,2.3,1.7,4.0,0.146,1.2,-1.4,-0.2,0.6,8000000
149,joeingles,79,32,21.2,1.9,4.5,0.415,0.517,0.4,0.5,0.75,0.3,1.9,2.2,2.3,0.9,0.1,1.2,1.6,5.0,0.5329999999999999,0.113,1.5,10.5,6.0,16.8,2.3,0.5,20.9,12.9,0.5,1.6,2.2,0.062,-1.1,0.3,-0.8,0.5,2150000
150,kyrieirving,75,75,36.4,7.7,16.5,0.46799999999999997,0.532,4.2,4.9,0.863,0.7,2.4,3.2,5.2,1.5,0.3,2.5,1.9,21.7,0.583,0.29600000000000004,2.3,7.5,5.0,25.0,2.2,0.6,11.8,26.2,8.4,2.0,10.4,0.183,4.7,-1.4,3.3,3.7,18868625
151,jarrettjack,80,27,28.0,4.5,10.2,0.439,0.46299999999999997,2.5,2.8,0.8809999999999999,0.2,2.8,3.1,4.7,0.9,0.2,2.4,1.8,12.0,0.522,0.278,1.0,11.3,6.1,27.3,1.7,0.5,17.2,22.6,1.1,1.4,2.6,0.055,-0.5,-1.0,-1.5,0.3,6300000
