"","player","i","pos","age","team","g","gs","mp_per_game","fg","fga","fgpercent","x3p","x3pa","x3ppercent","x2p","x2pa","x2ppercent","efgpercent","ft","fta","ftpercent","orb","drb","ast","stl","blk","tov","pf","ps_g","mp_total","per","tspercent","x3par","ftr","orbpercent","drbpercent","astpercent","stlpercent","blkpercent","tovpercent","usgpercent","ows","dws","ws","ws_48","obpm","dbpm","vorp","avg_salary","contract_year"
"1851","J.J. Hickson",2012,"PF",23,"POR",19,10,31.6,6.3,11.5,0.543,0,0.1,0,6.3,11.5,0.546,0.543,2.6,4,0.645,3.5,4.8,1.2,0.6,0.9,1.6,2.2,15.1,600,20.2,0.568,0.005,0.347,12.6,18.3,6.9,1.1,2.3,10.9,21.6,1.4,0.5,1.8,0.147,1,-0.4,0.4,1660534,0
"1852","J.J. Hickson",2012,"PF",23,"TOT",54,19,23,3.4,7.3,0.467,0,0,0,3.4,7.2,0.469,0.467,1.6,2.5,0.642,2.5,3.7,0.8,0.6,0.6,1.3,1.6,8.4,1244,14.9,0.501,0.005,0.342,11.7,19,5.9,1.2,2.1,13.4,18.7,0.9,0.8,1.7,0.066,-2,-0.5,-0.1,1660534,0
"1853","J.J. Hickson",2013,"C",24,"POR",80,80,29,5.2,9.3,0.562,0,0,0,5.2,9.3,0.563,0.562,2.3,3.4,0.679,3.3,7,1.1,0.6,0.6,1.8,2,12.7,2323,19.7,0.591,0.003,0.36,13.2,28.5,6.6,1.1,1.7,14.4,19.9,4.6,2.3,6.9,0.142,-0.2,0,1,4000000,0
"1854","J.J. Hickson",2014,"PF",25,"DEN",69,52,26.9,4.8,9.5,0.508,0,0.1,0,4.8,9.4,0.514,0.508,2.2,4.2,0.517,3,6.2,1.4,0.7,0.7,1.9,2.6,11.8,1859,16.2,0.521,0.012,0.443,11.9,24.8,8.4,1.2,2,14.1,20.8,1.3,2.1,3.3,0.086,-1.7,0.8,0.6,5381750,0
"1855","J.J. Hickson",2015,"C",26,"DEN",73,8,19.3,3,6.3,0.475,0,0,0,3,6.3,0.477,0.475,1.6,2.8,0.577,2.1,4.1,0.8,0.5,0.5,1.3,1.9,7.6,1411,14.3,0.504,0.004,0.438,11.1,24,6.5,1.3,1.9,14.9,19.7,0.5,1.4,1.8,0.062,-3.1,0.4,-0.3,5381750,0
"1856","J.J. Hickson",2016,"C",27,"TOT",35,9,12.5,2.3,4.4,0.516,0,0,0,2.3,4.4,0.519,0.516,1.3,2.9,0.447,1.1,2.7,0.7,0.4,0.4,0.7,1.3,5.9,436,16.8,0.514,0.006,0.665,9.8,24.1,8.7,1.7,2.6,11.1,22.6,0.3,0.5,0.8,0.088,-2.9,-0.1,-0.1,366337,0
"1857","J.J. Hickson",2016,"C",27,"WAS",15,0,8.7,1.7,3.1,0.543,0,0.1,0,1.7,3,0.556,0.543,1.3,2.9,0.432,1.1,1.9,0.5,0.3,0.1,0.6,0.8,4.6,131,18.9,0.528,0.022,0.957,14.2,24.4,8.5,1.9,1.2,12.1,24.8,0.1,0.2,0.3,0.114,-2.1,-0.9,0,366337,0
"1858","J.J. Hickson",2016,"C",27,"DEN",20,9,15.3,2.8,5.5,0.505,0,0,NA,2.8,5.5,0.505,0.505,1.4,3,0.458,1.1,3.3,0.8,0.5,0.6,0.8,1.8,6.9,305,15.8,0.508,0,0.541,7.9,24,8.7,1.6,3.2,10.6,21.6,0.1,0.4,0.5,0.077,-3.2,0.2,-0.1,366337,0
"1859","J.J. O'Brien",2016,"SF",23,"UTA",2,0,3,0,0.5,0,0,0,NA,0,0.5,0,0,0,0,NA,0,0.5,0,0.5,0,0,0.5,0,6,1.3,0,0,0,0,19.4,0,8.8,0,0,7.7,0,0,0,-0.028,-10.2,5.5,0,3089,0
"1860","J.J. Redick",2012,"SG",27,"ORL",65,22,27.2,3.8,9,0.425,1.7,4.1,0.418,2.1,4.9,0.43,0.521,2.2,2.4,0.911,0.3,2,2.5,0.4,0.1,1,1.4,11.6,1765,15.1,0.575,0.459,0.269,1.2,8.8,16.2,0.8,0.3,9.4,19.2,4.2,1,5.2,0.142,2.2,-1.9,1,6563333,0
"1861","J.J. Redick",2013,"SG",28,"TOT",78,13,30.5,4.9,11.3,0.434,2.1,5.8,0.366,2.8,5.5,0.506,0.528,2.2,2.4,0.9,0.2,2,3.8,0.5,0.1,1.8,1.5,14.1,2379,14.7,0.571,0.513,0.216,0.8,7.3,20,0.8,0.3,12.5,20.8,4,0.5,4.5,0.091,2.1,-3.2,0.6,6563333,1
"1862","J.J. Redick",2013,"SG",28,"ORL",50,11,31.5,5.2,11.6,0.45,2.3,6,0.39,2.9,5.6,0.514,0.551,2.3,2.6,0.891,0.2,2.2,4.4,0.6,0.1,2.1,1.4,15.1,1575,16.1,0.592,0.515,0.222,0.6,7.9,22.7,1,0.2,14.1,21.5,3,0.2,3.2,0.097,2.9,-3.2,0.7,6563333,1
"1863","J.J. Redick",2013,"SG",28,"MIL",28,2,28.7,4.3,10.6,0.403,1.7,5.4,0.318,2.6,5.3,0.49,0.483,2,2.2,0.918,0.3,1.6,2.7,0.3,0.1,1.2,1.7,12.3,804,11.9,0.529,0.507,0.205,1,6.1,14.8,0.6,0.4,9.2,19.4,1,0.3,1.3,0.078,0.7,-3.2,-0.1,6563333,1
"1864","J.J. Redick",2014,"SG",29,"LAC",35,34,28.2,5.2,11.4,0.455,2.1,5.3,0.395,3.1,6.1,0.507,0.546,2.8,3,0.915,0.3,1.9,2.2,0.8,0.1,1.2,1.9,15.2,987,16.6,0.598,0.465,0.266,1,7.1,12.6,1.4,0.2,8.6,21.8,2.3,0.7,3,0.147,2.9,-2.1,0.7,6938750,0
"1865","J.J. Redick",2015,"SG",30,"LAC",78,78,30.9,5.7,12,0.477,2.6,5.9,0.437,3.2,6.2,0.515,0.583,2.3,2.6,0.901,0.3,1.9,1.8,0.5,0.1,1.2,1.7,16.4,2409,16.2,0.622,0.488,0.216,1,6.6,9,0.8,0.3,8.5,21,5.8,0.9,6.7,0.134,3.4,-2.7,1.6,6938750,0
"1866","J.J. Redick",2016,"SG",31,"LAC",75,75,28,5.6,11.7,0.48,2.7,5.6,0.475,3,6.1,0.484,0.593,2.4,2.7,0.888,0.1,1.7,1.4,0.6,0.1,1,1.8,16.3,2097,17.5,0.632,0.478,0.233,0.5,6.6,8.6,1,0.2,7.4,22.6,5.3,1.4,6.7,0.154,3.5,-2.7,1.5,6938750,0
"1867","J.J. Redick",2017,"SG",32,"LAC",78,78,28.2,5.1,11.4,0.445,2.6,6,0.429,2.5,5.4,0.462,0.558,2.3,2.6,0.891,0.1,2.1,1.4,0.7,0.2,1.3,1.6,15,2198,14.8,0.599,0.526,0.227,0.6,7.9,7.8,1.2,0.5,9.1,22,3.3,1.5,4.8,0.105,2,-2.1,1.1,6938750,1
"1868","J.J. Redick",2018,"SG",33,"PHI",70,70,30.2,5.8,12.6,0.46,2.8,6.6,0.42,3,6,0.504,0.569,2.8,3.1,0.904,0.1,2.4,3,0.5,0.1,1.5,1.8,17.1,2116,15.9,0.614,0.523,0.248,0.5,8.3,15.1,0.8,0.2,9.6,21.7,4.8,1.8,6.6,0.15,2.6,-2.6,1.1,23000000,0
"1869","J.R. Smith",2012,"SG",26,"NYK",35,1,27.6,4.7,11.6,0.407,1.9,5.5,0.347,2.8,6.1,0.462,0.49,1.1,1.6,0.709,0.8,3.1,2.4,1.5,0.2,1.3,2.5,12.5,967,15.2,0.508,0.477,0.136,3.4,12.9,15.2,2.9,0.5,9.7,22,1,1.5,2.5,0.122,1.8,0.5,1,2382353,1
"1870","J.R. Smith",2013,"SG",27,"NYK",80,0,33.5,6.6,15.6,0.422,1.9,5.5,0.356,4.7,10.2,0.458,0.484,3,3.9,0.762,0.8,4.5,2.7,1.3,0.3,1.7,2.8,18.1,2678,17.6,0.522,0.349,0.249,2.7,16.3,14.5,2,0.8,8.8,26.5,4,2.7,6.7,0.12,1.8,-0.5,2.2,2869597,1
"1871","J.R. Smith",2014,"SF",28,"NYK",74,37,32.7,5.4,12.9,0.415,2.6,6.5,0.394,2.8,6.4,0.436,0.514,1.2,1.9,0.652,0.5,3.5,3,0.9,0.3,1.5,2.6,14.5,2421,14,0.527,0.503,0.145,1.7,13.1,15.1,1.4,0.7,9.6,21.6,2.5,1.2,3.7,0.073,1.8,-1.6,1.3,5982375,0
"1872","J.R. Smith",2015,"SG",29,"TOT",70,51,29.7,4.5,10.8,0.417,2.3,6.1,0.383,2.2,4.7,0.462,0.525,0.8,1,0.75,0.4,2.7,2.8,1.2,0.3,1.4,2.3,12.1,2080,13.6,0.538,0.564,0.095,1.7,10.4,15.6,2.1,0.8,11,19.3,2.2,1.5,3.7,0.085,1.7,-1,1.4,5982375,1
"1873","J.R. Smith",2015,"SG",29,"CLE",46,45,31.8,4.7,11,0.425,2.8,7.3,0.39,1.8,3.7,0.494,0.555,0.6,0.7,0.818,0.6,2.9,2.5,1.4,0.4,1.1,2.6,12.7,1461,14.5,0.565,0.667,0.065,2.1,10.4,12.3,2.3,1,9.1,17.6,2.4,1.3,3.8,0.124,3,-0.1,1.8,5982375,1
"1874","J.R. Smith",2015,"SG",29,"NYK",24,6,25.8,4.2,10.5,0.402,1.3,3.8,0.356,2.9,6.7,0.429,0.466,1.1,1.6,0.692,0.2,2.3,3.4,0.8,0.2,1.9,1.8,10.9,619,11.5,0.487,0.359,0.155,0.7,10.4,23.3,1.5,0.5,14.4,23.3,-0.2,0.1,-0.1,-0.008,-1.2,-3.1,-0.4,5982375,1
"1875","J.R. Smith",2016,"SG",30,"CLE",77,77,30.7,4.6,11,0.415,2.6,6.6,0.4,1.9,4.4,0.438,0.535,0.6,0.9,0.634,0.6,2.3,1.7,1.1,0.3,0.8,2.6,12.4,2362,12.4,0.542,0.6,0.084,2.1,8.3,8.5,1.8,0.7,6.3,18,3,2.5,5.5,0.111,1.8,-0.4,2,5187500,1
"1876","J.R. Smith",2017,"SG",31,"CLE",41,35,29,3,8.7,0.346,2.3,6.6,0.351,0.7,2.1,0.329,0.479,0.2,0.4,0.667,0.4,2.3,1.5,1,0.3,0.6,1.9,8.6,1187,8.1,0.484,0.761,0.042,1.6,8.6,7.3,1.7,0.7,6.7,14.6,0.1,0.8,0.8,0.034,-0.5,-0.7,0.2,14250000,0
"1877","J.R. Smith",2018,"SG",32,"CLE",80,61,28.1,3,7.4,0.403,1.8,4.8,0.375,1.2,2.7,0.453,0.524,0.5,0.7,0.696,0.4,2.6,1.8,0.9,0.1,1,2,8.3,2244,8.5,0.534,0.64,0.094,1.5,10.1,8.6,1.5,0.4,11.6,13.8,0.6,0.9,1.4,0.031,-0.6,-1,0.2,14250000,0
"1878","Jabari Brown",2015,"SG",22,"LAL",19,5,29.9,3.7,8.9,0.412,1.2,3.3,0.371,2.5,5.7,0.435,0.479,3.4,4.5,0.753,0.2,1.7,2.1,0.6,0.1,1.7,1.7,11.9,568,11,0.547,0.365,0.5,0.6,6.7,11,1.1,0.3,13.4,18.8,0.4,0,0.4,0.033,-0.8,-3,-0.3,2984,0
"1879","Jabari Brown",2015,"SG",22,"LAL",19,5,29.9,3.7,8.9,0.412,1.2,3.3,0.371,2.5,5.7,0.435,0.479,3.4,4.5,0.753,0.2,1.7,2.1,0.6,0.1,1.7,1.7,11.9,568,11,0.547,0.365,0.5,0.6,6.7,11,1.1,0.3,13.4,18.8,0.4,0,0.4,0.033,-0.8,-3,-0.3,444912,0
"1880","Jabari Brown",2015,"SG",22,"LAL",19,5,29.9,3.7,8.9,0.412,1.2,3.3,0.371,2.5,5.7,0.435,0.479,3.4,4.5,0.753,0.2,1.7,2.1,0.6,0.1,1.7,1.7,11.9,568,11,0.547,0.365,0.5,0.6,6.7,11,1.1,0.3,13.4,18.8,0.4,0,0.4,0.033,-0.8,-3,-0.3,2984,0
"1881","Jabari Parker",2015,"PF",19,"MIL",25,25,29.5,5.2,10.5,0.49,0.2,0.6,0.25,5,9.9,0.506,0.498,1.8,2.6,0.697,2,3.5,1.7,1.2,0.2,1.9,1.7,12.3,738,14.5,0.527,0.061,0.251,7.8,13.5,9.5,2.1,0.6,13.9,20.7,0.4,1,1.3,0.088,-1.4,0.2,0.1,7413237,0
"1882","Jabari Parker",2016,"PF",20,"MIL",76,72,31.7,5.8,11.8,0.493,0.1,0.5,0.257,5.7,11.4,0.502,0.498,2.3,3,0.768,1.6,3.6,1.7,0.9,0.4,1.5,2,14.1,2408,14.8,0.535,0.039,0.254,5.9,12.8,8.9,1.5,1,10.4,20.9,2.4,1.2,3.6,0.072,-0.9,-1.5,-0.2,7413237,0
"1883","Jabari Parker",2017,"PF",21,"MIL",51,50,33.9,7.8,16,0.49,1.3,3.5,0.365,6.5,12.5,0.525,0.53,3.2,4.3,0.743,1.5,4.6,2.8,1,0.4,1.8,2.2,20.1,1728,19.1,0.563,0.219,0.268,5.4,15.7,14.3,1.5,1.1,9.3,26.5,2.6,1.5,4,0.112,1.5,-1.3,1,7413237,0
"1884","Jabari Parker",2018,"PF",22,"MIL",31,3,24,5.2,10.7,0.482,1,2.6,0.383,4.2,8.1,0.514,0.529,1.3,1.7,0.741,1.4,3.5,1.9,0.8,0.3,1.5,1.6,12.6,743,17.1,0.55,0.244,0.163,6.6,17.1,13.1,1.7,1.2,11.2,24.4,0.6,0.6,1.2,0.08,-0.2,-1.6,0,7413237,0
"1885","Jack Cooley",2015,"C",23,"UTA",16,0,5.4,0.6,1.4,0.409,0,0,NA,0.6,1.4,0.409,0.409,0.6,1.3,0.429,0.6,0.9,0.1,0.4,0.2,0.2,1.4,1.7,87,11.4,0.432,0,0.955,13.3,19.8,1.8,3.7,2.8,8.8,18,0,0.2,0.2,0.092,-4.4,0.4,0,2984,0
"1886","Jack Cooley",2015,"C",23,"UTA",16,0,5.4,0.6,1.4,0.409,0,0,NA,0.6,1.4,0.409,0.409,0.6,1.3,0.429,0.6,0.9,0.1,0.4,0.2,0.2,1.4,1.7,87,11.4,0.432,0,0.955,13.3,19.8,1.8,3.7,2.8,8.8,18,0,0.2,0.2,0.092,-4.4,0.4,0,2984,0
"1887","Jack Cooley",2015,"C",23,"UTA",16,0,5.4,0.6,1.4,0.409,0,0,NA,0.6,1.4,0.409,0.409,0.6,1.3,0.429,0.6,0.9,0.1,0.4,0.2,0.2,1.4,1.7,87,11.4,0.432,0,0.955,13.3,19.8,1.8,3.7,2.8,8.8,18,0,0.2,0.2,0.092,-4.4,0.4,0,629387,0
"1888","Jacob Pullen",2018,"PG",28,"PHI",3,0,2,0.3,0.7,0.5,0,0.3,0,0.3,0.3,1,0.5,0,0,NA,0,0,0,0,0,0.3,0,0.7,6,-2.3,0.5,0.5,0,0,0,0,0,0,33.3,21.3,0,0,0,-0.21,-10.5,-4.7,0,815615,0
"1889","Jae Crowder",2013,"SF",22,"DAL",78,16,17.3,1.8,4.7,0.384,0.8,2.5,0.328,1,2.2,0.446,0.47,0.6,0.9,0.644,0.4,1.9,1.2,0.8,0.2,0.6,1.6,5,1353,10.2,0.491,0.523,0.199,2.9,12.3,10,2.4,1,10.9,15.1,0.2,1.3,1.5,0.055,-0.9,0.4,0.5,768202,0
"1890","Jae Crowder",2014,"SF",23,"DAL",78,8,16.1,1.7,3.8,0.439,0.6,1.9,0.331,1,1.9,0.552,0.524,0.6,0.8,0.754,0.6,1.9,0.8,0.8,0.3,0.5,1.3,4.6,1254,11.9,0.551,0.51,0.206,4.3,13.5,6.7,2.4,1.4,11.3,13.2,1.2,1.1,2.3,0.089,0,0.6,0.8,768202,0
"1891","Jae Crowder",2015,"SF",24,"DAL",25,0,10.6,1.3,3,0.434,0.5,1.5,0.342,0.8,1.5,0.526,0.52,0.4,0.4,0.909,0.5,0.7,0.5,0.6,0.2,0.4,1,3.6,265,12.7,0.55,0.5,0.145,5,7.1,6.5,2.9,1.5,11,15.3,0.3,0.3,0.5,0.098,0.6,0.5,0.2,768202,1
"1892","Jae Crowder",2015,"SF",24,"TOT",82,17,20.1,2.8,6.6,0.42,0.7,2.5,0.293,2,4.1,0.499,0.476,1.3,1.7,0.773,0.9,2.7,1.1,0.9,0.3,0.6,1.7,7.7,1647,13.9,0.517,0.382,0.259,4.7,14.9,8.6,2.2,1.2,7.5,17.5,1.9,2,3.9,0.113,-0.1,0.6,1.1,768202,1
"1893","Jae Crowder",2015,"SF",24,"BOS",57,17,24.2,3.4,8.2,0.418,0.8,3,0.282,2.6,5.2,0.495,0.469,1.7,2.3,0.762,1.1,3.6,1.4,1,0.4,0.7,1.9,9.5,1382,14.1,0.512,0.362,0.277,4.7,16.4,9,2.1,1.1,6.9,17.9,1.6,1.8,3.3,0.116,-0.2,0.7,0.9,768202,1
"1894","Jae Crowder",2016,"SF",25,"BOS",73,73,31.6,4.9,11.1,0.443,1.7,5,0.336,3.3,6.2,0.529,0.518,2.7,3.3,0.82,1,4.2,1.8,1.7,0.5,1.1,2.7,14.2,2308,15.8,0.565,0.446,0.294,3.2,14.2,8.9,2.7,1.2,8.3,18.5,3.8,3.5,7.3,0.152,1.5,1.3,2.8,7000000,0
"1895","Jae Crowder",2017,"SF",26,"BOS",72,72,32.4,4.6,10,0.463,2.2,5.5,0.398,2.4,4.5,0.54,0.572,2.4,3,0.811,0.7,5.1,2.2,1,0.3,1.1,2.2,13.9,2335,14.9,0.613,0.547,0.301,2.3,17.3,10.1,1.6,0.8,8.9,17,4.1,2.5,6.7,0.137,1.4,0.2,2.1,7000000,0
"1896","Jae Crowder",2018,"SF",27,"UTA",27,0,27.6,4.2,10.9,0.386,1.8,5.6,0.316,2.4,5.3,0.462,0.468,1.6,2.1,0.768,0.7,3.1,1.5,0.9,0.3,1.2,2.3,11.8,744,10.8,0.499,0.515,0.19,2.8,12.7,8.6,1.6,1,9.1,21.3,-0.1,1,0.9,0.06,-1.3,-0.4,0.1,7000000,0
"1897","Jae Crowder",2018,"SF",27,"TOT",80,47,26.1,3.4,8.4,0.404,1.4,4.3,0.323,2,4.1,0.488,0.486,1.5,1.9,0.818,0.7,2.7,1.2,0.8,0.3,0.9,2.3,9.7,2090,10.4,0.525,0.508,0.221,3.2,11.5,6.9,1.5,0.9,9.1,17.3,1,1.6,2.6,0.06,-0.8,-0.9,0.1,7000000,0
"1898","Jae Crowder",2018,"SF",27,"CLE",53,47,25.4,3,7.1,0.418,1.2,3.6,0.328,1.8,3.5,0.508,0.5,1.5,1.7,0.848,0.8,2.5,1.1,0.8,0.2,0.8,2.3,8.6,1346,10.2,0.545,0.503,0.245,3.5,10.8,6,1.5,0.8,9.2,15.1,1.1,0.6,1.7,0.059,-0.6,-1.2,0.1,7000000,0
"1899","Jahlil Okafor",2016,"C",20,"PHI",53,48,30,7.5,14.7,0.508,0,0.1,0.167,7.5,14.6,0.511,0.509,2.5,3.7,0.686,2.3,4.7,1.2,0.4,1.2,2.3,2.6,17.5,1591,17.1,0.536,0.008,0.248,8.1,17.8,8.2,0.7,2.9,12.5,27.3,0.3,0.9,1.2,0.037,-2.6,-1.5,-0.8,4788880,0
"1900","Jahlil Okafor",2017,"C",21,"PHI",50,33,22.7,4.8,9.4,0.514,0,0,NA,4.8,9.4,0.514,0.514,2.1,3.2,0.671,1.6,3.2,1.2,0.4,1,1.8,2.4,11.8,1134,14.8,0.546,0,0.335,7.8,15.5,9,0.9,3.4,14.4,24.1,0.1,1.1,1.2,0.05,-3.4,0.1,-0.4,4788880,0
"1901","Jahlil Okafor",2018,"C",22,"TOT",28,0,12.6,2.8,4.9,0.558,0,0.1,0.25,2.7,4.8,0.567,0.562,0.8,1,0.724,0.8,2.3,0.4,0.1,0.6,0.8,1.8,6.3,353,15.3,0.584,0.029,0.21,6.3,19.4,5.9,0.4,3.9,12.2,21,0.3,0.3,0.6,0.083,-3.7,-0.8,-0.2,4788880,0
"1902","Jahlil Okafor",2018,"C",22,"BRK",26,0,12.6,2.8,5,0.566,0,0.2,0.25,2.8,4.8,0.576,0.57,0.7,1,0.76,0.7,2.3,0.4,0.1,0.6,0.7,1.7,6.4,328,15.8,0.593,0.031,0.194,5.5,19.3,5.9,0.4,3.6,11.4,20.9,0.3,0.3,0.6,0.089,-3.4,-0.8,-0.2,4788880,0
"1903","Jahlil Okafor",2018,"C",22,"PHI",2,0,12.5,2,4.5,0.444,0,0,NA,2,4.5,0.444,0.444,1,2,0.5,2,2.5,0.5,0,1,1.5,3.5,5,25,8.8,0.465,0,0.444,17.9,20.7,5.8,0,6.7,21.8,23.5,0,0,0,0.005,-7.5,0.5,0,4788880,0
"1904","JaJuan Johnson",2012,"PF",22,"BOS",36,0,8.3,1.5,3.4,0.446,0,0,NA,1.5,3.4,0.446,0.446,0.2,0.3,0.667,0.6,1.1,0.2,0.1,0.4,0.4,0.7,3.2,298,11.4,0.456,0,0.074,8.3,14.4,3.6,0.9,3.6,10.1,22.4,-0.3,0.5,0.2,0.032,-5.9,-0.4,-0.3,1042320,0
"1905","JaKarr Sampson",2015,"SF",21,"PHI",74,32,15.3,2,4.7,0.422,0.4,1.7,0.244,1.6,3,0.525,0.467,0.9,1.3,0.67,0.5,1.7,1,0.5,0.4,1,1.8,5.2,1131,9.4,0.498,0.367,0.272,3.2,12.9,12,1.7,1.9,16.4,17.9,-0.5,1.1,0.6,0.025,-4,-0.4,-0.7,777609,0
"1906","JaKarr Sampson",2016,"SF",22,"DEN",26,22,18,2.1,4.4,0.47,0.3,1.1,0.276,1.8,3.3,0.535,0.504,0.7,1,0.72,0.6,1.7,0.6,0.5,0.7,0.7,2,5.2,469,9.3,0.532,0.252,0.217,3.7,10.8,5.1,1.3,3,13.1,13.5,0.1,0.3,0.4,0.045,-2.8,0.2,-0.1,619460,0
"1907","JaKarr Sampson",2016,"SF",22,"TOT",73,40,15.9,1.9,4.3,0.442,0.2,0.9,0.222,1.7,3.5,0.496,0.464,1.1,1.7,0.656,0.6,2,0.6,0.3,0.5,1,1.9,5.1,1160,8.3,0.504,0.199,0.385,4.2,14,6.2,1,2.2,15.9,16.6,-0.5,0.6,0.1,0.006,-4.6,-0.8,-1,619460,0
"1908","JaKarr Sampson",2016,"SF",22,"PHI",47,18,14.7,1.8,4.3,0.426,0.1,0.7,0.176,1.7,3.6,0.476,0.441,1.3,2.1,0.639,0.6,2.1,0.6,0.2,0.3,1.1,1.9,5.1,691,7.7,0.49,0.168,0.48,4.6,16.1,6.9,0.8,1.8,17.2,18.7,-0.6,0.3,-0.3,-0.021,-5.8,-1.6,-0.9,619460,0
"1909","Jake Layman",2017,"SF",22,"POR",35,1,7.1,0.7,2.5,0.292,0.4,1.5,0.255,0.4,1.1,0.342,0.365,0.4,0.5,0.765,0.2,0.5,0.3,0.3,0.1,0.3,0.6,2.2,249,4.9,0.404,0.573,0.191,2.7,8,6.2,1.8,1,10.2,19,-0.4,0.1,-0.3,-0.054,-4.7,-2.7,-0.3,851837,0
"1910","Jake Layman",2018,"SF",23,"POR",35,1,4.6,0.4,1.3,0.298,0.1,0.6,0.2,0.3,0.8,0.37,0.34,0.1,0.1,0.667,0.1,0.3,0.3,0.2,0.1,0.1,0.4,1,160,4.9,0.352,0.426,0.064,2.8,8.1,9.4,1.9,2,9.4,14.6,-0.3,0.2,-0.1,-0.021,-5.3,0.4,-0.1,851837,0
"1911","Jakob Poeltl",2017,"C",21,"TOR",54,4,11.6,1.2,2.1,0.583,0,0,NA,1.2,2.1,0.583,0.583,0.6,1.1,0.544,1.4,1.6,0.2,0.3,0.4,0.5,2.1,3.1,626,12.2,0.589,0,0.496,14.1,15.7,2.7,1.4,2.8,17.2,12.1,0.9,0.7,1.6,0.125,-1.2,0.5,0.2,2764800,0
"1912","Jakob Poeltl",2018,"C",22,"TOR",82,0,18.6,3.1,4.7,0.659,0,0,0.5,3.1,4.7,0.66,0.66,0.7,1.2,0.594,2,2.8,0.7,0.5,1.2,1,2.6,6.9,1524,17.5,0.662,0.005,0.263,12.4,16.4,5.4,1.3,5.2,16.6,14.8,3.1,2.4,5.6,0.176,0.4,2.9,2,2764800,0
"1913","Jamaal Franklin",2014,"SG",22,"MEM",21,0,7.7,0.8,1.9,0.41,0.2,0.5,0.455,0.5,1.3,0.393,0.474,0.1,0.1,1,0.2,0.9,0.3,0.2,0.1,0.5,1.1,1.9,161,4.7,0.489,0.282,0.051,2.9,14,5.4,1.3,1,21.6,14.6,-0.2,0.2,0,-0.002,-5.1,-0.2,-0.1,766253,1
"1914","Jamaal Franklin",2015,"SG",23,"DEN",3,0,4.3,0.3,0.7,0.5,0.3,0.7,0.5,0,0,NA,0.75,0,0,NA,0.3,0.3,1,0,0.3,1,1.3,1,13,4.9,0.75,1,0,8,8.6,32.8,0,6,60,16.6,0,0,0,-0.063,-4.8,-0.3,0,483244,0
"1916","Jamaal Tinsley",2012,"PG",33,"UTA",37,1,13.7,1.5,3.8,0.404,0.3,1,0.27,1.3,2.8,0.452,0.44,0.4,0.5,0.765,0.2,1.1,3.3,0.5,0.2,1.4,1.3,3.7,507,10.9,0.461,0.262,0.121,1.3,8.9,36.3,1.8,1.3,25.9,17.8,-0.2,0.3,0.1,0.006,-2.6,-2.2,-0.4,1290718,0
"1917","Jamaal Tinsley",2013,"PG",34,"UTA",66,32,18.5,1.3,3.5,0.368,0.6,1.9,0.307,0.7,1.6,0.439,0.451,0.3,0.4,0.692,0.3,1.5,4.4,1,0.2,1.6,1.6,3.5,1221,10.6,0.467,0.543,0.111,1.6,9.5,34.1,2.8,0.9,30.2,13.1,-0.2,1,0.9,0.035,-2,-1,-0.3,1290718,0
"1918","Jamal Crawford",2012,"PG",31,"POR",60,6,26.9,4.7,12.3,0.384,1.3,4.3,0.308,3.4,8,0.426,0.438,3.2,3.4,0.927,0.3,1.7,3.2,0.9,0.2,1.9,1.2,14,1613,15.7,0.506,0.353,0.28,1.1,7.5,20.5,1.8,0.7,11.8,26.6,1.6,0.7,2.3,0.069,0.9,-2.6,0.1,2500000,1
"1919","Jamal Crawford",2013,"SG",32,"LAC",76,0,29.3,5.9,13.4,0.438,2,5.2,0.376,3.9,8.2,0.477,0.511,2.8,3.3,0.871,0.3,1.4,2.5,1,0.2,1.9,0.9,16.5,2230,16.8,0.558,0.39,0.244,1.2,5.6,14.4,1.9,0.5,11.5,26,3.7,1.7,5.4,0.116,2,-2.6,0.8,5337500,0
"1920","Jamal Crawford",2014,"SG",33,"LAC",69,24,30.3,6.1,14.7,0.416,2.3,6.5,0.361,3.8,8.2,0.46,0.496,4,4.7,0.866,0.5,1.8,3.2,0.9,0.2,2,1.7,18.6,2094,17.3,0.556,0.441,0.318,1.9,6.4,17.4,1.4,0.4,10.5,27.2,3.8,1.5,5.3,0.122,2.7,-2.6,1.2,5337500,0
"1921","Jamal Crawford",2015,"SG",34,"LAC",64,4,26.6,5.2,13.1,0.396,1.9,5.7,0.327,3.3,7.4,0.448,0.467,3.5,3.9,0.901,0.3,1.7,2.5,0.9,0.2,1.4,1.7,15.8,1703,16.6,0.532,0.434,0.3,1.2,6.9,14.9,1.8,0.7,8.8,27.6,2.5,1.2,3.6,0.102,1.7,-2.7,0.4,5337500,0
"1922","Jamal Crawford",2016,"SG",35,"LAC",79,5,26.9,4.8,11.9,0.404,1.5,4.4,0.34,3.3,7.5,0.44,0.466,3.1,3.4,0.904,0.3,1.6,2.3,0.7,0.2,1.4,1.5,14.2,2126,14,0.529,0.366,0.289,1,6.3,14,1.2,0.4,9.6,24.9,1.8,1.5,3.3,0.076,-0.2,-2.4,-0.3,5337500,1
